FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1007587,Civista Medical Center Farmer's Market,,,,,,Civista Medical Center Main Entrance parking lot,LaPlata,Charles,Maryland,20646,,,,,,,,,-77.013901,38.473598,Healthcare Institution,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/24/2011 10:30
1000545,CJ's Vegetable Market,,,,,,"1223 Cecil Shelton, Dr.",Grenada,Grenada,Mississippi,38901,January to December,Wed:7:00 pm - 6:00 pm;Fri:7:00 pm - 6:00 pm;Sat:7:00 pm - 12:00 pm;,,,,,,,-89.837601,33.792198,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/29/2011 18:39
1002042,Clackamas Sunnyside Grange Farmers' & Artists' Market,http://www.windancemarkets.com,,,,,13100 SE Sunnyside Rd.,Clackamas,Clackamas,Oregon,97015,04/06/2014 to 10/26/2014,Sun: 11:30 AM-3:30 PM;,,,,,,,-122.52913,45.426498,Private business parking lot,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 22:27
1011036,Clairemont Certified Farmers Market at Madison High School,http://www.ClairemontFarmersMarket.com,Clairemont Farmers Market,@clairemontfm,,instagram @clairemontfarmersmarket,4833 Doliva Dr,San Diego,San Diego,California,92111,,Sat: 9:00 AM-3:00 PM;,,,,,,,-117.17547,32.829628,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,4/14/2015 18:30
1002915,Clare Main Street Farm & Arts Market,http://www.clearlyclaremi.com,,,,,Fourth & Beech St,Clare,Clare,Michigan,48617,June to September,Thu:4:00 PM - 8:00 PM;,,,,,,,-84.770676,43.818909,Local government building grounds,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/21/2012 10:32
1002106,Claremont Farmers & Artisans Market,http://www.claremontforum.org,https://www.facebook.com/pages/Claremont-Farmers-Artisans-Market/148040805240200?fref=ts,,,,Indian Hill Blvd. and 2nd Avenue,Claremont,Los Angeles,California,91711,01/01/2015 to 12/31/2015,Sun: 8:00 AM-1:00 PM;,,,,,,,-117.719,34.095634,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/3/2015 10:03
1019061,Claremont Farmers' Market,http://www.claremontnh.com/residents/departments/parks-and-recreation/farmers-market.aspx,ClaremontFarmersMarketnh,,,,14 North Street,Claremont,Sullivan,New Hampshire,3743,05/26/2018 to 09/08/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.339302,43.375824,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/21/2018 16:27
1008938,Claremont Tailgate Market ,http://www.cityofclaremont.org,https://www.facebook.com/cityofclaremont,https://twitter.com/ClaremontNC,,,3288 East Main Street ,Claremont,Catawba,North Carolina,28610,05/03/2013 to 09/27/2013,Fri: 3:00 PM-6:00 PM;,05/23/2014 to 09/26/2014,Fri: 3:00 PM-6:00 PM;,,,,,-81.146355,35.715641,Local government building grounds,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3/19/2014 8:51
1007053,Claremore Farmers' Market,,,,,,400 Veterans Parkway (ExpoCenter Parking),Claremore,Rogers,Oklahoma,74017,,,,,,,,,-97.509499,35.584,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1000579,Clarence Hollow Farmers' Market,http://www.clarencefarmersmarket.com,https://www.facebook.com/clarencehollowfm,,,,"New Town lot, 10717 Main St. (route 5)",Clarence,Erie,New York,14031,06/07/2014 to 10/25/2014,Sat: 8:00 AM-1:00 PM;,,,,,,,-78.589447,42.98032,Private business parking lot,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,3/14/2014 12:31
1007374,Clarendon Farmers Market,http://clarendon.org/farmersmarket/,,,,,3101 Wilson Blvd.,Arlington,Arlington,Virginia,22201,04/16/2014 to 12/17/2014,Wed: 3:00 PM-7:00 PM;,,,,,,,-77.095245,38.887066,Local government building grounds,Y,N,N,Y,N,-,Y,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,3/31/2014 18:06
1006482,Clarinda Farmers Market,,,,,,East side of Courthouse Square,Clarinda,Page,Iowa,51632,,,,,,,,,-95.036903,40.740601,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006181,Clarion County Farmers Market,,,,,,Clarion County Park,Clarion,Clarion,Pennsylvania,16214,,,,,,,,,-79.386101,41.2146,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001837,Clarion Farmers Market,,,,,,West side of County Court House,Clarion,Wright,Iowa,50525,June to October,Sat:10:00 AM - 12:00 PM;,,,,,,,-93.732689,42.732071,Federal/State government building grounds,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 17:45
1003497,Clark County Farmers Market,,,,,,First Methodist Church parking lot,Arkadelphia,Clark,Arkansas,71923,,,,,,,,,-93.071098,34.1189,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000406,Clark Fork Market,http://www.clarkforkmarket.com,https://www.facebook.com/clarkforkmarket,,http://www.youtube.com/watch?v=E6zktHiUMv0,,"225 South Pattee Street, Riverside Parking Lot",Missoula,Missoula,Montana,59802,05/07/2016 to 10/29/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-113.99659,46.878719,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,7/11/2016 13:10
1011959,Clark Park Farmer's Market,http://www.clarkparkfarmersmarket.com,https://www.facebook.com/tempemarket/,@clarkparkmarket,,Instagram clarkparkfarmersmarket,1730 S Roosevelt St,Tempe,Maricopa,Arizona,85282,10/01/2016 to 05/07/2016,Sat: 8:00 AM-12:00 PM;,01/01/2017 to 05/01/2017,Sat: 9:00 AM-1:00 PM;,,,,,-111.94827,33.408768,,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,7/6/2016 17:00
1005296,Clark Park Farmers' Market,http://thefoodtrust.org/farmers-markets/market/clark-park,,,,,43rd Street and Baltimore Avenue,Philadelphia,Philadelphia,Pennsylvania,19104,01/01/2015 to 12/31/2015,Thu: 3:00 PM-7:00 PM;Sun: 10:00 AM-2:00 PM;,,,,,,,-75.209373,39.94931,,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 14:51
1000257,Clark Produce Auction LLC,,,,,,Hwy Y in Clark MO,Clark,Randolph,Missouri,65243,,,,,,,,,-91.762703,40.399399,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007037,CLARK VALLEY FARMERS' MARKET,,,,,,1336 ST. RT. 83,MILLERSBURG,Holmes County,Ohio,,,,,,,,,,-81.917297,40.545502,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1002242,Clarke County Farmers Market,,,,,,S.E. corner of Courthouse Square,Osceola,Clarke,Iowa,50213,,,,,,,,,-93.765602,41.0341,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006489,Clarke County Farmers Market,http://www.clarkecountyfarmersmarket.com,,,,,"Town parking lot, S.Church St.",Berryville,Clarke,Virginia,22611,,,,,,,,,-77.955498,39.100601,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008001,Clarkesville Farmers Market,http://www.clarkesvillefarmersmarket.com,www.facebook.com/clarkesvillefarmersmarket,,,,583 Grant St,Clarkesville,Habersham,Georgia,30523,05/04/2013 to 10/26/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.519218,34.617519,Private business parking lot,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/11/2013 22:15
1018324,Clarksburg Farmers Market,http://www.cfmwv.com,www.facebook.com/cwvfm,,,Instagram - clarksburgfarmersmarketwv,210 Emily Drive,Clarksburg,Harrison,West Virginia,26301,05/27/2017 to 10/14/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-80.282509,39.276375,,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,6/22/2017 7:06
1018325,Clarksburg Farmers Market - Winter,http://www.cfmwv.com,www.facebook.com/clarksburgwvfarmersmarket,,,Instagram - clarksburgfarmersmarketwv,117 N. 2nd Street,Clarksburg,Harrison,West Virginia,26301,11/11/2017 to ,Sun: 10:00 AM-1:00 PM;,,,,,,,-80.337585,39.280155,,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,6/22/2017 7:20
1004851,Clarksburg Town Center Farmers' Market,http://WWW.CLARKSBURGFARMERSMARKET.COM,,,,,,CLARKSBURG,Montgomery,Maryland,20871,June to October,sun:10:00 AM - 1:00 PM;,,,,,,,-77.278458,39.242226,Other,Y,Y,Y,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/1/2012 0:19
1007681,Clarksdale Farmers Market,http://www.clarksdale.locallygrown.net/,,,,,200 block of Delta Avenue,Clarksdale,Coahoma County,Mississippi,,,,,,,,,,-90.574898,34.202702,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1002473,Clarkston Farmers Market,http://www.clarkstonfarmersmarket.org;,,,,,Across from Depot Park,Clarkston,Oakland,Michigan,48348,,,,,,,,,-83.409599,42.761501,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004198,Clarkston Farmers Market,http://www.clarkstonfarmersmarket.com,https://www.facebook.com/clarkstonfarmersmarket,https://twitter.com/ClarkstonMarket,,,3701 College Ave,Clarkston,DeKalb,Georgia,30021,04/27/2014 to 11/02/2014,Sun: 10:00 AM-2:00 PM;,,,,,,,-84.23941,33.805672,Other,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,5/19/2014 14:35
1019840,Clarkston Farmers Market,,Facebook.com/CLARKSTONFARMERSMARKET/,Twitter @ClarkstonFM  Instagram @clarkstonfm   Snapchat clarkstonfrmmkt,,,"Beachview Park, Chestnut St",Clarkston ,Asotin,Washington,99403,06/06/2020 to 09/26/2020,Sat: 8:00 AM-12:00 PM;,,,,,,,-117.03992,46.410564,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,4/7/2020 18:43
1000893,Clarksville Farmers Market,,,,,,West Main St.,Clarksville,Johnson,Arkansas,72830,,,,,,,,,-93.470398,35.470299,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004721,Clawson Farmers Market,http://www.cityofclawson.com/,https://www.facebook.com/pages/Clawson-Farmers-Market/156582121049116,,,,1080 N Custer,Clawson,Oakland,Michigan,48017,07/13/2014 to 09/28/2014,Sun: 9:00 AM-1:00 PM;,,,,,,,-83.152924,42.54195,,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,8/25/2014 11:43
1004978,Clay Center Farmers,,,,,,306 N Locust St,Frankfort,Marshall,Kansas,66427,,,,,,,,,-96.416702,39.7033,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  1:27AM
1002395,Clay County Farmers Market,http://www.weast@aces.edu,,,,,Highway 9,Ashland,Clay,Alabama,36251,,,,,,,,,-85.849098,33.2472,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1018813,Clay County Farmers Market,,@Claycountyfarmersmarket,,,, 1821 MAIN STREET ,Clay,Clay,West Virginia,,06/01/2017 to 11/18/2017,Thu: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-81.08329,38.459614,,Y,Y,Y,Y,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/9/2017 11:39
1009507,Claysburg Farmers Market ,http://www.localharvest.org/claysburg-farmers-market-M56905,,,,,Business Route 220 (Carpet Depot Plaza),Claysburg,,Pennsylvania,16625,,,,,,,,,-78.525299,40.094299,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1010564,Clayton Farm and Community Market,http://www.cfcmnc.org,https://www.facebook.com/CFCMNC,https://www.twitter.com/ClaytonFarmMkt,,,348 E. Main Street,Clayton ,Johnston,North Carolina,27528,04/05/2014 to 10/25/2014,Sat: 9:00 AM-1:00 PM;,11/08/2014 to 03/28/2015,Sat: 10:00 AM-1:00 PM;,04/04/2015 to 10/31/2015,Sat: 9:00 AM-1:00 PM;,,,-78.457146,35.651005,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,8/28/2014 18:24
1004282,Clayton Farmers Market,,,,,,,Clayton,Polk,Wisconsin,54004,,,,,,,,,-91.102798,42.906399,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006953,Clayton Farmers Market,,,,,,"Frink Park, Riverside Drive",Clayton,Jefferson,New York,,,,,,,,,,-76.088097,44.242401,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1018298,Clayton Farmers Market,,,,,,46 Plaza Way,Clayton ,Rabun,Georgia,30525,04/29/2017 to 11/04/2017,Sat: 9:00 AM-12:30 PM;,,,,,,,-83.397911,34.876972,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,6/21/2017 12:12
1004202,Clayton Farmers Market and Small Farm Animals,http://www.ClaytonCommunityFair.com/claytonfarmersmarket,Clayton Farmers Market and Small Farm Animals,,,,4616 Wallbridge Road,Clayton,Stevens,Washington,99110,06/07/2015 to 09/27/2015,Sun: 12:00 PM-4:00 PM;,,,,,,,-117.54539,47.989979,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/27/2015 15:28
1011350,Clayton Farmers' Market,http://www.pcfma.org,https://www.facebook.com/ClaytonMarket,,,,Diablo St. between Main and Center,Clayton,Contra Costa,California,,05/09/2015 to 09/19/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-121.93579,37.941032,,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,7/14/2015 11:23
1004533,Clayton-Five State Producer Growers' Market,,,,,,Ranch Market parking lot on First Street,Clayton,Union,New Mexico,88415,,,,,,,,,-103.183,36.4492,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007411,Clear Lake Farmers Market,,,,,,"City Hall parking lot, 15 N 6th Street",Clear Lake,Cerro Gordo,Iowa,50428,,,,,,,,,-93.384399,43.137299,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001923,Clear Valley Ltd.,,,,,,9124 US RT 50,Hillsboro,Highland,Ohio,45133,,,,,,,,,-83.553703,39.211201,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005686,Clearfield County Farmers Market,,,,,,West 2d Street,Clearfied,Clearfield,Pennsylvania,16830,,,,,,,,,-78.443398,41.022099,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002048,Clearlake Friday Night FM,,,,,,Lakeshore and Ball Park Road.,Clearlake,Lake,California,95422,,Fri: 5:00 PM-8:00 PM;,,,,,,,-122.63641,38.948895,Local government building grounds,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/10/2013 18:27
1009203,Clearwater Gateway Farmers Market ,http://www.myclearwatermarket.com/,,,,,1234 Cleveland Street,Clearwater,,Florida,33755,,,,,,,,,-82.786201,27.9657,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1000613,Cleburne County Farmers Market,,,,,,1401 Ross street,Heflin,Cleburne,Alabama,36264,07/08/2014 to ,Tue: 7:00 AM-;Thu: 1:00 PM-;,,,,,,,-85.596405,33.50293,Other,Y,N,N,Y,N,-,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/1/2014 9:37
1004696,Cleburne County Growers Market,,,,,,Spring Park,Heber Springs,Cleburne,Arkansas,72543,,,,,,,,,-92.019501,35.477901,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1019110,Cleburne Farmers Market,,Cleburne Farmer's Market,,,cleburnefarmers   Instagram,141 S Ridgeway Drive,Cleburne,Johnson,Texas,76033,04/07/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-97.407715,32.339893,,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,5/21/2018 1:24
1012527,Clement St. Farmers Market,http://www.agriculturalinstitute.org,https://www.facebook.com/ClementStreetFarmersMarket/,,,,Clement St. between 2nd and 4th,San Francisco,San Francisco,California,,01/01/2016 to 12/31/2016,Sun: 9:00 AM-2:00 PM;,,,,,,,-122.46099,37.783062,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,7/13/2016 12:38
1019741,Clemmons Farmers Market,https://www.clemmons.org/243/Clemmons-Farmers-Market,https://www.facebook.com/clemmonsfarmersmarket,,,,1150 S Peace Haven Road,Clemmons,Forsyth,North Carolina,27012,05/09/2020 to 10/10/2020,Sun: 8:30 AM-11:30 AM;,,,,,,,-80.386696,36.033222,,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/28/2020 15:34
1009428,Clemson Area Food Exchange (CAFE) ,http://www.clemsonareafoodexchange.com/,,,,,212 Butler St,Clemson,,South Carolina,29631,,,,,,,,,-82.822899,34.6861,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1006806,Clemson Farm-Fresh Market,http://www.clemson.edu/cafls/farm_fresh_market/,https://www.facebook.com/CUFarmFresh,https://twitter.com/CUFarmFresh,,,Intersection of Fort Hill Street and Calhoun Drive,Clemson,Pickens,South Carolina,29634,04/02/2014 to 04/23/2014,Wed: 11:00 AM-2:00 PM;,,,,,,,-82.837891,34.679241,Educational institution,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/1/2014 7:56
1002596,Clemson Farmers' Market,http://www.clemsonfarmersmarket.org,,,,,578 Issaqueena Trail,Clemson,Pickens,South Carolina,29631,June to November,Fri:3:30 pm - 6:30 pm;,,,,,,,-82.787003,34.684399,Private business parking lot,N,N,N,N,N,-,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/22/2011 16:56
1010192,Clermont Farmers Market,,https://www.facebook.com/pages/Clermont-Farmers-Market/368075276576854,,,,,Clermont ,Marion,Indiana,46234,07/10/2014 to 09/25/2014,Thu: 3:00 PM-6:30 PM;,,,,,,,-86.324646,39.816826,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/21/2014 22:17
1005812,Cleveland Farmers Market,,,,,,I-94 Exit 238 North,Cleveland,Stutsman,North Dakota,,,,,,,,,,-99.117897,46.891701,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006670,Cleveland Farmers Market,http://www.clevelandfarmersmarket.com,,,,,219 S. Court Street,Cleveland,Bolivar,Mississippi,38732,April to November,Wed:4:00 PM - 6:00 PM;,,,,,,,-90.724022,33.744137,Private business parking lot,Y,Y,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,4/30/2012 15:58
1006671,Cleveland Farmers Market,http://www.clevelandfarmersmarket.com,,,,,215 South St.,Cleveland,Bolivar,Mississippi,38732,April to November,Sat:8:00 AM - 12:00 PM;,,,,,,,-90.720573,33.74268,Local government building grounds,Y,Y,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,4/30/2012 15:58
1019704,Cleveland Park Farmers Market,http://cpbiz.org/,https://www.facebook.com/ClevelandParkBusiness/,,,https://www.instagram.com/clevelandparkfarmersmarket/,"3426 Connecticut Ave NW, Washington, DC 20008",Washington ,District of Columbia,District of Columbia,20008,,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.058334,38.934868,,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,9/19/2019 21:03
1007401,Clifton Farmers Market,,,,,,109 S Scribner St,Clifton,Washington,Kansas,66937,,,,,,,,,-97.292503,39.568401,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  1:11AM
1018381,Clifton Park Farmers' Market,http://www.saratogafarmersmarket.org/clifton-park-farmers-market/,https://www.facebook.com/Clifton-Park-Farmers-Market-440138679349915/,,,,"971 Route 146, Shenendehowa United Methodist Church parking lot ",Clifton Park,Saratoga,New York,12065,06/04/2018 to 10/29/2018,Mon: 2:00 PM-5:00 PM;,,,,,,,-73.809273,42.869606,,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,8/8/2018 1:13
1006518,Clifton Springs Farmer's Market,http://www.info@cliftonspringschamber.com,,,,,corner of Kendall Street and Railroad Avenue,Clifton Springs,Ontario,New York,14432,June to October,Fri:4:00 pm - 8:00 pm;,,,,,,,-77.139503,42.962898,Local government building grounds,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/9/2011 15:30
1003017,Clinch River Farmers Market,,,,,,4th Street and Russell St.,St. Paul,Wise,Virginia,24283,May to October,Wed:2:00 AM - 5:00 PM;Sat:8:00 AM - 1:00 PM;,,,,,,,-82.707138,36.909824,Other,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/3/2012 21:29
1001450,Clinica Sierra Vista (Delano),,,,,,1508 Garces Hwy.,Delano,Kern,California,,,,,,,,,,-119.237,35.761002,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001451,Clinica Sierra Vista (Lamont),,,,,,8787 Hall Road,Lamont,Kern,California,,,,,,,,,,-118.908,35.258999,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
